epoch,loss,accuracy,precision,recall,f1,auc
1,0.2640910088909247,0.982089552238806,0.93,0.9489795918367347,0.9393939393939394,0.9975916940202655
2,0.03635278617822758,0.9925373134328358,0.9894736842105263,0.9591836734693877,0.9740932642487047,0.9990366776081063
3,0.014051784249282266,0.9970149253731343,1.0,0.9795918367346939,0.9896907216494846,1.0
4,0.005461095326964803,0.9925373134328358,0.9696969696969697,0.9795918367346939,0.9746192893401016,0.9967532467532467
5,0.007478195835854142,0.9970149253731343,0.9897959183673469,0.9897959183673469,0.9897959183673469,0.999696731839589
6,0.0009952899860484856,0.9985074626865672,1.0,0.9897959183673469,0.9948717948717949,0.9999464820893393
7,0.0004004772188322314,0.9970149253731343,0.9897959183673469,0.9897959183673469,0.9897959183673469,0.9999464820893392
8,0.0008030668081643191,0.9970149253731343,1.0,0.9795918367346939,0.9896907216494846,0.9999464820893392
9,0.0012379958271439768,0.9985074626865672,1.0,0.9897959183673469,0.9948717948717949,0.9999821606964464
10,0.0016348268633507438,0.9985074626865672,0.98989898989899,1.0,0.9949238578680203,0.9999821606964463
11,0.00035930924292179757,0.9970149253731343,0.9897959183673469,0.9897959183673469,0.9897959183673469,0.9978949621806764
12,0.00024103598140983362,0.9985074626865672,1.0,0.9897959183673469,0.9948717948717949,0.9975916940202654
13,0.00021966921081918627,0.9895522388059701,0.941747572815534,0.9897959183673469,0.9651741293532339,0.9971278721278721
14,0.008982318293852355,0.9985074626865672,1.0,0.9897959183673469,0.9948717948717949,0.999910803482232
15,0.0036485091641248356,0.9955223880597015,0.9702970297029703,1.0,0.9849246231155779,1.0
16,0.001760705675738286,0.9940298507462687,0.9607843137254902,1.0,0.98,0.9998751248751249
17,0.001070354234569698,0.9970149253731343,1.0,0.9795918367346939,0.9896907216494846,0.9998929641786785
18,0.00018045193519604458,1.0,1.0,1.0,1.0,1.0
19,6.74160063365193e-05,1.0,1.0,1.0,1.0,0.9999999999999999
20,8.392280279817246e-05,0.9985074626865672,0.98989898989899,1.0,0.9949238578680203,0.9999821606964464
21,7.163186322561042e-05,0.9970149253731343,0.9897959183673469,0.9897959183673469,0.9897959183673469,0.9999464820893392
22,8.04715002067371e-05,0.9985074626865672,1.0,0.9897959183673469,0.9948717948717949,0.9999464820893392
23,8.579675260057784e-05,0.9985074626865672,1.0,0.9897959183673469,0.9948717948717949,0.9999643213928928
24,2.461903324224579e-05,0.9985074626865672,1.0,0.9897959183673469,0.9948717948717949,0.9999643213928928
25,3.48269044100382e-05,0.9985074626865672,0.98989898989899,1.0,0.9949238578680203,0.9999821606964464
26,2.3971188197380455e-05,0.9970149253731343,0.98,1.0,0.98989898989899,1.0
27,7.343232848582778e-05,0.9955223880597015,0.9702970297029703,1.0,0.9849246231155779,1.0
28,2.4172629567475712e-05,1.0,1.0,1.0,1.0,1.0
29,2.415323136801817e-05,1.0,1.0,1.0,1.0,0.9999999999999999
30,2.5189882126102008e-05,1.0,1.0,1.0,1.0,0.9999999999999999
31,4.904881936504222e-05,0.9940298507462687,0.9607843137254902,1.0,0.98,1.0
32,9.962230212950625e-06,1.0,1.0,1.0,1.0,1.0
33,1.69410137862241e-05,1.0,1.0,1.0,1.0,1.0
34,8.662251512084943e-06,1.0,1.0,1.0,1.0,1.0
35,1.3149123583522382e-05,0.9985074626865672,0.98989898989899,1.0,0.9949238578680203,1.0
36,1.1286168529750285e-05,0.9985074626865672,1.0,0.9897959183673469,0.9948717948717949,0.9999286427857856
37,1.1289661216320324e-05,1.0,1.0,1.0,1.0,1.0
38,2.6465037075477462e-05,1.0,1.0,1.0,1.0,1.0
39,9.196013616645868e-06,0.9985074626865672,0.98989898989899,1.0,0.9949238578680203,0.9999999999999999
40,1.725220519467751e-05,1.0,1.0,1.0,1.0,1.0
41,2.3187633302594465e-05,1.0,1.0,1.0,1.0,1.0
42,1.6604928426545996e-05,1.0,1.0,1.0,1.0,1.0
43,1.0361219893902796e-05,1.0,1.0,1.0,1.0,1.0
44,3.153612542941527e-05,1.0,1.0,1.0,1.0,0.9999999999999999
45,1.20719578213966e-05,0.9985074626865672,0.98989898989899,1.0,0.9949238578680203,1.0
46,1.0382197963302267e-05,0.9985074626865672,0.98989898989899,1.0,0.9949238578680203,1.0
47,8.649217434509372e-06,1.0,1.0,1.0,1.0,1.0
48,9.122229216233816e-06,0.9985074626865672,1.0,0.9897959183673469,0.9948717948717949,0.9999643213928929
49,6.175468893252615e-06,0.9985074626865672,0.98989898989899,1.0,0.9949238578680203,1.0
50,8.264567329552803e-06,1.0,1.0,1.0,1.0,1.0
