true_label,predicted_label,probability,file_path
0,1,0.6608,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/000273.wav
0,1,0.6221,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/000281.wav
0,1,0.6669,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_04778.wav
0,1,0.7140,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_07625.wav
0,1,0.7070,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_06626.wav
0,1,0.7963,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001482.wav
0,1,0.7510,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_06217.wav
0,1,0.7372,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_06972.wav
0,1,0.5772,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_03474.wav
0,1,0.6672,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_05106.wav
0,1,0.7346,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_03071.wav
0,1,0.7552,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_01698.wav
0,1,0.6993,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_08091.wav
0,1,0.6856,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_03771.wav
0,1,0.7393,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_07134.wav
0,1,0.6486,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_08136.wav
0,1,0.6709,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/000173.wav
0,1,0.6602,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_03728.wav
0,1,0.7358,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_07691.wav
0,1,0.7926,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_06795.wav
0,1,0.5184,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/000493.wav
0,1,0.7801,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_02852.wav
0,1,0.6913,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_02475.wav
0,1,0.6343,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_04083.wav
0,1,0.6929,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/000314.wav
0,1,0.7236,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_06109.wav
0,1,0.6611,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/000548.wav
0,1,0.6070,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_01984.wav
0,1,0.6541,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_01681.wav
0,1,0.7290,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_01420.wav
0,1,0.6472,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_08032.wav
0,1,0.6538,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_01763.wav
0,1,0.7344,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_01476.wav
0,1,0.6625,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_04735.wav
0,1,0.6747,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_02418.wav
0,1,0.6149,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/000201.wav
0,1,0.6532,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/000917.wav
0,1,0.6430,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/000024.wav
0,1,0.6678,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_05636.wav
0,1,0.6901,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_05364.wav
0,1,0.6253,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001993.wav
