true_label,predicted_label,probability,file_path
0,1,0.9180,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001477.wav
0,1,0.9278,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001701.wav
0,1,0.9192,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001108.wav
0,1,0.9167,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001585.wav
0,1,0.9294,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001459.wav
0,1,0.9583,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001325.wav
0,1,0.9275,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/000173.wav
0,1,0.9478,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001742.wav
0,1,0.9169,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001737.wav
0,1,0.9085,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001542.wav
0,1,0.9181,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001457.wav
0,1,0.9144,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001413.wav
0,1,0.9197,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/000910.wav
0,1,0.9222,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001841.wav
0,1,0.9639,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001070.wav
0,1,0.9199,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001821.wav
0,1,0.9781,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001118.wav
0,1,0.9647,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_04387.wav
0,1,0.9679,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001245.wav
0,1,0.9164,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001481.wav
0,1,0.9392,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_01476.wav
0,1,0.9142,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001839.wav
