true_label,predicted_label,probability,file_path
0,1,0.6697,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_03964.wav
0,1,0.4770,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_04387.wav
0,1,0.4498,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/000470.wav
0,1,0.5168,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_02086.wav
0,1,0.4588,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001245.wav
0,1,0.6746,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_07171.wav
0,1,0.5494,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_09107.wav
0,1,0.7909,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_02147.wav
0,1,0.6883,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_06173.wav
0,1,0.5518,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_00758.wav
0,1,0.7777,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_03280.wav
0,1,0.5323,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001737.wav
0,1,0.5542,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_03911.wav
0,1,0.5736,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_07692.wav
0,1,0.5558,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_04809.wav
0,1,0.8068,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_09506.wav
0,1,0.6943,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_06522.wav
0,1,0.5948,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_09018.wav
0,1,0.7091,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_04772.wav
0,1,0.5315,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_02855.wav
0,1,0.4525,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001660.wav
0,1,0.5621,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001118.wav
0,1,0.5226,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_00159.wav
0,1,0.4476,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001690.wav
0,1,0.5673,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_04953.wav
0,1,0.4780,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_01754.wav
0,1,0.7710,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_07906.wav
0,1,0.5400,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001459.wav
0,1,0.4947,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_01114.wav
0,1,0.5443,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_06346.wav
0,1,0.4472,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_03165.wav
0,1,0.5185,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_07623.wav
0,1,0.5401,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/000483.wav
0,1,0.5984,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001070.wav
0,1,0.7312,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_04845.wav
0,1,0.4987,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_07574.wav
0,1,0.7562,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001366.wav
0,1,0.6447,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_00421.wav
0,1,0.4908,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_09126.wav
0,1,0.4485,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_09563.wav
0,1,0.8921,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_08786.wav
0,1,0.4367,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_07312.wav
0,1,0.5401,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_06709.wav
0,1,0.5342,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_07217.wav
