epoch,loss,accuracy,precision,recall,f1,auc
1,0.5655127001615862,0.8537313432835821,0.0,0.0,0.0,0.5988119023833309
2,0.3031041944909486,0.9507462686567164,0.8095238095238095,0.8673469387755102,0.8374384236453202,0.9392750107035822
3,0.10886874596591675,0.9805970149253731,0.912621359223301,0.9591836734693877,0.9353233830845771,0.9960753532182104
4,0.07750883968343047,0.9865671641791045,0.989010989010989,0.9183673469387755,0.9523809523809523,0.9983231054659626
5,0.05313921582148081,0.9671641791044776,0.8166666666666667,1.0,0.8990825688073395,0.9987155701441416
6,0.045862160734732635,0.982089552238806,0.9777777777777777,0.8979591836734694,0.9361702127659575,0.9995361781076068
7,0.04661841002962319,0.991044776119403,0.96,0.9795918367346939,0.9696969696969697,0.9994113029827316
8,0.03285943998238342,0.9955223880597015,0.9797979797979798,0.9897959183673469,0.9847715736040609,0.9998216069644642
9,0.016044816140617823,0.9746268656716418,0.8521739130434782,1.0,0.92018779342723,0.9998037676609105
10,0.020420190621718848,0.9940298507462687,0.9607843137254902,1.0,0.98,0.9998216069644641
11,0.01615258607886393,0.9955223880597015,0.9797979797979798,0.9897959183673469,0.9847715736040609,0.9995004995004995
12,0.01741116795919794,0.9955223880597015,0.9797979797979798,0.9897959183673469,0.9847715736040609,0.9992685885543028
13,0.01220692169071159,0.9925373134328358,0.9696969696969697,0.9795918367346939,0.9746192893401016,0.9996253746253746
14,0.005476683160603956,0.9955223880597015,0.9702970297029703,1.0,0.9849246231155779,0.999696731839589
15,0.007928348777173284,0.9940298507462687,0.9607843137254902,1.0,0.98,0.9998572855715714
16,0.006149084039857206,0.9955223880597015,0.9702970297029703,1.0,0.9849246231155779,0.999696731839589
17,0.013935007289638205,0.9955223880597015,0.9702970297029703,1.0,0.9849246231155779,0.9990188383045525
18,0.010714640935413687,0.9955223880597015,0.9702970297029703,1.0,0.9849246231155779,0.9997680890538034
19,0.005561129062102231,0.9925373134328358,0.9514563106796117,1.0,0.9751243781094527,0.9998037676609104
20,0.005308498579665866,0.9940298507462687,0.9795918367346939,0.9795918367346939,0.9795918367346939,0.9997859283573569
21,0.005115480001566454,0.9940298507462687,0.9607843137254902,1.0,0.98,0.9998216069644641
22,0.00808855501905793,0.9895522388059701,0.9333333333333333,1.0,0.9655172413793104,0.9994113029827316
23,0.014709736363002693,0.9925373134328358,0.979381443298969,0.9693877551020408,0.9743589743589743,0.9996610532324819
24,0.012609723493200059,0.9955223880597015,0.9702970297029703,1.0,0.9849246231155779,0.9995004995004995
25,0.006258895717006522,0.9940298507462687,0.9607843137254902,1.0,0.98,0.9996075353218209
26,0.005884423192719033,0.9955223880597015,0.9702970297029703,1.0,0.9849246231155779,0.9996253746253746
27,0.0057875220292458495,0.9940298507462687,0.9607843137254902,1.0,0.98,0.9996253746253746
28,0.005739868344596436,0.9955223880597015,0.9702970297029703,1.0,0.9849246231155779,0.9996075353218211
29,0.005445596023033933,0.9970149253731343,0.98,1.0,0.98989898989899,0.9996432139289282
30,0.005804775289127872,0.9970149253731343,0.98,1.0,0.98989898989899,0.9995540174111603
31,0.005672613707630138,0.9970149253731343,0.98,1.0,0.98989898989899,0.9996788925360354
32,0.0059507072193963825,0.9955223880597015,0.9702970297029703,1.0,0.9849246231155779,0.9996699728842586
33,0.005711418327225024,0.9970149253731343,0.98,1.0,0.98989898989899,0.999696731839589
34,0.007056833951346631,0.9940298507462687,0.9607843137254902,1.0,0.98,0.9996432139289282
35,0.009226071894806509,0.9940298507462687,0.97,0.9897959183673469,0.9797979797979798,0.9995540174111602
36,0.0064848275519707385,0.9925373134328358,0.9514563106796117,1.0,0.9751243781094527,0.9996432139289282
37,0.0062050026134224156,0.9955223880597015,0.9702970297029703,1.0,0.9849246231155779,0.9996878121878121
38,0.008493060937324057,0.9955223880597015,0.9702970297029703,1.0,0.9849246231155779,0.9990723562152133
39,0.010695040684630053,0.9880597014925373,0.9787234042553191,0.9387755102040817,0.9583333333333334,0.9994648208933923
40,0.00657500890063461,0.9925373134328358,0.9514563106796117,1.0,0.9751243781094527,0.9994469815898387
41,0.006470335234207113,0.9955223880597015,0.9702970297029703,1.0,0.9849246231155779,0.9993577850720708
42,0.006624369310933666,0.9970149253731343,0.98,1.0,0.98989898989899,0.9994113029827315
43,0.006664101957688075,0.9970149253731343,0.98,1.0,0.98989898989899,0.9994648208933923
44,0.0064854322324423485,0.9970149253731343,0.98,1.0,0.98989898989899,0.9993399457685171
45,0.006581199049336377,0.9955223880597015,0.9702970297029703,1.0,0.9849246231155779,0.9994469815898387
46,0.0066043942749645255,0.9970149253731343,0.98,1.0,0.98989898989899,0.9994291422862851
47,0.006469710775113781,0.9955223880597015,0.9702970297029703,1.0,0.9849246231155779,0.9993934636791779
48,0.006610515802211501,0.9970149253731343,0.98,1.0,0.98989898989899,0.9994291422862851
49,0.006644510040198942,0.9970149253731343,0.98,1.0,0.98989898989899,0.9994291422862851
50,0.006693434837719299,0.9955223880597015,0.9702970297029703,1.0,0.9849246231155779,0.9995004995004995
