true_label,predicted_label,probability,file_path
0,1,0.5565,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_04773.wav
0,1,0.6433,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001118.wav
0,1,0.5400,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_07171.wav
0,1,0.6204,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001070.wav
0,1,0.5665,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_09045.wav
0,1,0.5077,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/000909.wav
0,1,0.5077,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_07917.wav
0,1,0.6108,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_05071.wav
0,1,0.5533,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001578.wav
0,1,0.5833,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_05968.wav
0,1,0.5482,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_06390.wav
0,1,0.5101,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_00646.wav
0,1,0.6012,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_00823.wav
0,1,0.6890,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_01495.wav
0,1,0.5585,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001477.wav
0,1,0.5782,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_04739.wav
0,1,0.5618,experiments/hey_mycroft/dataset/negatives/not_wake_word_subset/not_wake_word_00244.wav
0,1,0.5345,/home/miro/Workspace/MachineLearningProjects/ww-trainer/experiments/hey_mycroft/dataset/negatives/processed/001245.wav
